Id,Ball_Control,Dribbling,Marking,Sliding_Tackle,Interceptions,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Freekick_Accuracy
12909,61,67,68,66,52,76,75,71,85,67,84,65,40,24,32,31
16675,53,56,39,46,23,69,69,34,34,77,56,59,40,54,48,60
9493,61,67,16,37,21,71,76,62,64,79,87,71,59,69,72,33
10201,62,61,61,62,60,77,79,71,56,80,80,70,52,60,52,44
2578,72,70,75,74,73,62,69,70,63,64,58,61,69,49,28,54
6176,44,34,73,69,65,69,75,58,78,44,50,63,72,50,21,30
7559,58,62,63,70,69,71,70,62,42,67,63,57,59,60,45,67
12254,68,72,57,63,56,84,86,72,56,79,81,47,35,61,57,35
4441,69,73,63,66,70,58,56,88,74,62,77,82,55,73,62,56
4257,73,76,36,30,38,74,68,68,70,73,76,72,64,67,55,67
6306,50,48,68,69,65,51,52,67,83,40,44,69,72,42,34,40
4254,66,67,69,70,67,75,73,76,68,68,74,56,59,60,20,29
4504,69,69,17,25,30,77,78,68,56,76,77,71,37,70,65,70
3656,69,70,75,70,74,64,67,71,77,57,68,80,69,59,48,50
15343,49,43,56,58,53,64,66,63,65,56,57,50,51,38,38,39
13363,54,69,26,20,21,79,73,52,53,84,69,76,33,61,57,31
11921,60,61,65,67,57,71,73,66,58,61,58,60,47,66,35,37
17302,43,46,48,53,38,56,60,65,62,79,74,79,48,46,25,36
10063,65,61,67,65,60,68,64,81,65,75,73,73,60,49,25,30
8485,43,37,63,66,65,55,53,67,91,65,31,61,71,46,34,42
1140,72,81,71,82,80,77,76,59,64,76,67,77,71,69,65,60
2176,72,72,15,15,24,87,89,72,70,70,78,81,75,72,74,37
7585,70,70,21,24,25,82,76,69,58,65,72,47,52,64,62,66
9315,66,65,28,25,34,74,76,65,56,69,75,78,66,65,66,48
8907,64,62,22,23,22,57,65,62,72,59,57,73,69,71,67,60
1054,62,42,77,82,77,51,53,67,91,34,45,34,78,72,34,63
9369,64,59,29,17,13,66,63,54,91,32,30,32,73,63,69,38
2744,73,76,55,60,57,69,81,72,61,64,73,81,62,72,66,65
15470,17,11,19,14,15,34,39,22,69,18,25,44,19,17,10,14
11368,67,67,43,40,27,74,72,47,60,71,73,51,39,58,60,53
813,80,83,24,20,25,91,90,79,68,85,84,69,50,76,65,64
16751,56,53,12,16,16,53,65,55,42,65,59,63,54,52,56,32
8863,66,70,20,28,42,84,88,79,64,67,67,55,60,65,60,48
10655,21,13,14,14,23,55,49,43,62,65,52,59,25,24,13,15
9249,71,70,40,48,50,76,85,77,68,81,75,71,53,68,51,52
11761,48,41,52,64,65,57,59,70,71,53,51,71,56,56,42,39
6225,64,60,65,70,70,63,67,73,67,59,64,79,73,59,43,58
6823,56,45,66,67,62,65,68,75,77,55,48,74,66,40,30,28
6862,76,72,47,50,51,65,61,64,64,57,74,29,39,68,56,69
8814,63,55,72,60,59,63,68,65,68,69,75,71,45,46,33,36
7248,55,49,65,64,69,56,59,60,83,60,45,65,72,55,28,27
2594,77,79,18,33,32,78,78,73,51,76,85,64,45,60,68,48
12790,46,37,65,62,53,56,58,67,71,56,43,71,66,41,36,28
12022,50,52,64,61,55,63,62,63,71,67,62,62,65,39,33,38
2513,68,65,24,27,36,59,57,68,78,61,62,80,79,79,78,58
5442,70,64,64,52,70,62,58,83,75,52,47,76,58,73,56,54
3102,72,71,35,32,24,76,72,63,54,80,79,72,43,71,66,57
1879,72,68,35,32,48,69,69,69,79,64,66,76,80,80,76,55
15931,45,35,56,51,51,49,54,68,56,69,56,69,43,39,24,28
5680,71,62,72,65,67,61,66,80,58,71,71,73,58,43,42,32
11519,59,51,62,64,66,68,67,73,58,61,65,58,48,62,36,19
14934,60,60,13,11,11,80,76,60,68,70,70,60,56,50,58,31
16460,56,52,53,52,53,53,55,54,58,64,53,61,54,42,44,41
14080,53,49,19,21,17,60,60,51,45,76,65,66,65,60,72,37
14019,58,60,18,28,14,80,81,50,67,68,74,51,50,70,61,38
12299,55,53,59,61,60,72,70,83,73,58,73,74,59,51,27,55
4943,62,59,68,70,65,67,78,67,78,47,54,55,68,70,45,27
6872,63,67,11,20,34,76,77,67,72,76,79,72,66,66,67,69
10509,13,7,7,10,25,21,23,20,68,66,57,54,8,22,8,8
5705,74,68,60,64,63,55,65,79,79,75,71,58,60,66,39,54
1652,73,69,65,59,73,59,59,89,71,67,72,69,58,76,51,63
793,67,64,76,77,76,66,68,74,79,54,54,83,83,69,29,23
7714,69,73,20,33,31,74,73,52,57,75,75,72,44,53,60,37
4511,61,53,70,69,71,65,66,90,76,59,64,74,69,68,40,70
6416,71,69,69,66,64,66,70,69,67,68,79,64,59,77,55,76
11052,54,60,63,74,62,73,75,64,61,71,68,59,48,50,36,35
3742,71,72,32,37,48,84,79,74,70,67,78,68,50,70,64,64
13757,55,57,17,16,22,66,62,68,73,46,57,65,61,67,62,26
8942,70,72,33,29,29,90,86,70,56,83,86,49,40,61,58,37
8986,68,67,56,62,64,76,71,71,76,77,67,78,68,64,62,52
14083,58,54,55,58,57,63,59,68,59,78,66,48,60,46,47,39
4857,77,78,19,19,25,87,84,64,33,80,92,40,42,68,66,52
13903,49,60,52,66,61,65,64,57,58,60,53,65,55,36,32,42
7434,67,67,51,59,61,74,73,77,64,62,72,69,41,69,57,57
17211,48,44,56,55,46,65,63,61,57,60,58,67,46,41,39,27
6951,25,15,13,16,22,49,40,32,81,41,36,59,16,25,17,21
16009,45,48,49,52,54,76,69,69,64,68,61,60,46,40,34,41
5362,75,73,74,75,66,73,73,73,53,50,63,60,68,64,49,43
8616,65,70,36,45,23,70,81,74,52,67,75,75,48,66,55,41
12872,57,59,69,53,61,59,67,67,67,75,65,65,51,63,38,70
15122,57,58,18,14,12,78,79,63,39,85,84,82,64,58,60,39
12798,61,46,63,63,66,62,57,59,83,38,52,72,66,38,30,28
7466,71,68,48,52,48,66,63,62,60,73,66,59,48,71,66,83
1246,74,71,29,32,37,75,77,71,71,79,72,81,80,77,75,35
13256,52,39,51,63,53,59,58,58,55,55,41,72,67,41,21,31
12504,64,65,14,28,33,72,61,42,48,79,77,74,42,58,53,62
10431,25,14,12,11,20,59,61,42,67,43,52,51,11,18,13,12
9895,60,67,18,19,30,90,89,67,44,83,84,58,39,59,59,62
10455,66,65,49,41,36,79,78,62,60,73,75,55,40,55,65,58
1069,66,54,78,74,81,65,74,69,83,34,46,56,84,48,33,23
16233,50,52,58,54,52,64,60,62,62,58,59,57,48,46,34,40
8874,25,13,16,18,17,48,46,42,65,54,49,53,18,21,19,14
17225,19,16,11,14,20,38,41,33,61,33,32,51,16,20,16,17
5891,70,73,29,30,19,80,81,70,64,77,78,62,56,71,64,49
9724,17,14,5,13,18,28,20,25,61,28,23,57,40,34,11,15
4995,76,74,55,72,69,66,64,72,68,59,58,71,49,81,57,41
329,70,60,29,26,39,54,66,84,87,35,37,55,92,85,86,32
1979,68,64,74,73,74,92,83,80,60,73,75,70,58,59,60,41
15151,36,30,55,59,55,58,58,58,72,44,46,74,49,36,26,23
15110,55,45,57,60,47,57,65,58,60,61,62,64,58,35,21,27
10963,59,53,68,56,64,64,66,70,73,65,65,67,55,41,34,31
7900,67,74,17,13,14,69,73,60,65,68,66,70,58,67,70,26
7194,70,67,26,56,58,60,70,66,64,66,70,63,54,73,66,64
14915,53,40,62,60,50,72,72,63,65,57,52,60,60,29,31,27
13792,59,56,34,30,39,68,68,63,58,71,72,81,63,58,62,43
2461,70,63,24,23,45,55,54,63,79,74,59,83,81,75,77,33
749,65,60,80,78,79,69,69,55,79,62,61,78,76,78,13,63
12770,62,59,63,61,52,68,70,69,65,70,66,74,60,22,24,27
11942,62,55,56,64,59,59,55,75,56,69,55,62,67,56,34,52
12158,59,26,58,59,59,64,67,61,72,56,46,74,68,42,20,26
5986,65,54,68,65,67,50,55,74,77,51,52,59,68,58,29,31
7440,22,14,16,19,19,43,34,27,65,34,34,66,11,17,12,16
14536,24,17,11,13,20,48,40,32,60,45,41,62,11,18,13,14
13895,18,9,9,10,6,21,29,19,46,44,36,62,13,18,7,10
12148,61,64,15,16,16,73,72,65,78,65,62,60,67,60,69,33
2385,76,75,33,26,61,86,87,74,67,62,74,71,49,72,69,53
9417,15,13,12,15,12,31,37,21,65,45,69,57,15,13,14,14
3111,69,66,71,72,74,64,66,72,80,63,65,65,66,80,60,67
4612,70,64,21,23,33,56,53,64,76,63,68,74,71,70,71,68
7820,68,61,12,12,25,68,66,74,87,54,57,80,64,65,69,31
15295,48,47,52,56,56,55,55,58,72,50,42,73,62,43,25,33
10921,66,63,45,42,59,76,73,61,58,77,89,58,42,67,48,69
325,80,69,72,79,84,58,61,70,80,45,53,52,78,67,60,66
407,76,75,48,51,49,94,92,90,69,79,77,70,64,85,83,48
2941,66,70,41,32,44,75,74,63,67,77,76,73,70,72,69,59
5926,64,45,72,66,69,82,85,80,61,75,73,62,46,55,31,42
14380,67,65,36,43,42,68,69,65,70,72,74,62,53,59,40,35
1548,74,65,70,66,70,66,59,78,61,59,63,33,47,77,59,72
3352,70,69,68,69,74,80,78,92,60,79,80,67,64,71,57,40
3770,70,64,23,28,34,34,69,68,93,29,34,45,81,78,69,65
11133,52,33,63,63,62,71,70,69,79,67,53,56,54,61,30,52
6910,79,78,26,31,34,70,65,60,57,70,74,33,42,54,58,63
4475,71,68,66,61,67,80,81,71,76,72,61,54,54,82,48,77
1106,77,77,38,37,48,89,87,77,57,84,87,78,56,71,71,61
6589,70,69,45,37,24,77,75,68,57,79,77,64,49,71,62,61
1203,77,75,64,65,68,52,54,55,64,84,66,72,43,79,68,80
5485,75,67,70,72,65,81,63,70,56,68,71,76,58,65,33,47
6280,67,63,66,63,72,44,47,90,70,72,71,90,45,58,40,56
3942,71,65,70,70,68,75,68,78,76,65,59,77,60,71,35,41
6885,68,62,64,67,68,49,61,74,62,65,69,72,63,60,39,62
11833,62,64,30,32,38,85,85,53,81,86,80,84,61,66,61,38
8422,62,51,55,54,75,57,63,56,72,69,70,68,56,62,59,54
9349,71,75,23,28,23,79,82,65,60,86,83,46,46,67,50,49
6752,46,40,67,66,64,68,73,69,79,65,59,74,59,25,19,26
3291,73,69,67,62,84,82,71,82,57,68,74,65,59,52,51,44
12511,53,54,57,55,56,81,81,76,68,76,77,80,64,49,13,48
8524,70,68,20,35,58,34,34,43,56,78,63,60,39,70,54,68
7551,71,74,17,15,22,85,82,66,54,81,83,70,55,71,63,42
3418,67,71,67,71,70,72,82,81,77,62,67,55,57,70,37,61
9178,62,59,60,62,70,80,83,75,69,58,64,70,54,50,52,37
6387,50,44,72,65,66,47,51,70,90,30,44,33,68,64,34,26
547,82,86,32,27,41,82,68,78,37,90,91,59,37,54,68,66
10028,64,65,29,27,35,79,76,69,59,79,78,65,48,67,64,59
17257,47,49,48,55,52,61,64,51,45,72,58,55,55,44,32,34
14123,52,58,21,20,17,51,52,56,72,68,52,65,64,63,68,41
16413,57,54,36,44,29,68,63,54,43,66,64,56,47,56,39,43
1729,63,44,78,76,72,54,61,73,74,64,55,74,74,43,36,23
11061,62,55,58,60,62,83,86,78,68,72,71,61,48,65,30,31
10360,66,69,53,54,59,75,72,71,67,70,72,77,52,63,59,39
1472,75,75,17,12,18,79,86,80,73,74,82,70,70,76,78,70
11614,54,52,61,64,61,65,66,65,75,59,58,80,66,48,42,31
2166,76,78,25,36,37,83,86,67,66,72,75,51,61,77,67,31
392,81,78,73,67,74,79,78,78,70,86,83,76,60,78,69,81
16387,54,48,48,56,50,69,69,65,59,73,63,62,51,62,39,40
14186,68,65,53,54,45,75,71,66,59,60,56,38,38,62,35,38
7775,64,53,67,67,72,67,53,66,70,65,68,61,69,69,36,37
12269,18,16,12,18,20,45,43,14,77,40,32,52,18,25,14,12
9278,64,60,16,28,22,84,81,60,61,76,79,72,54,52,65,50
5360,73,76,54,49,59,75,79,77,76,73,75,68,61,80,69,59
798,59,47,80,83,75,52,60,76,82,55,67,79,75,54,29,43
1457,63,49,80,72,74,70,50,74,80,69,63,80,70,64,35,41
9016,68,71,33,25,47,77,78,67,72,69,78,74,52,60,65,47
12252,60,58,19,26,23,66,67,63,82,52,55,60,65,68,60,46
7370,63,65,23,23,37,82,77,68,69,64,72,67,56,73,69,27
15725,63,50,35,52,33,62,66,49,42,77,75,52,46,53,37,42
12300,48,49,59,60,57,81,78,68,79,58,71,92,61,39,20,22
355,85,83,54,50,59,79,81,86,73,76,75,40,55,87,74,71
12847,69,61,41,56,46,72,70,71,75,68,73,80,48,56,32,65
1944,73,81,27,39,39,72,69,59,65,67,62,71,68,61,72,59
7324,11,12,11,20,20,37,42,34,65,30,47,75,10,21,11,11
9408,21,12,18,13,19,44,44,34,65,33,49,66,13,21,10,12
6956,61,60,15,12,18,87,87,67,72,78,92,84,58,77,65,33
15422,21,20,17,19,17,48,41,18,55,65,37,53,19,24,14,15
13887,65,55,55,52,56,49,32,54,61,70,62,56,51,56,41,54
6291,63,60,64,68,65,67,76,77,73,70,63,72,55,56,30,55
12315,61,59,15,13,22,65,66,64,74,62,58,62,61,80,60,63
7138,68,67,59,67,62,76,76,69,68,65,62,70,57,68,57,32
2784,75,73,61,60,68,58,56,77,74,60,61,56,57,65,52,66
7052,67,63,69,68,64,77,75,77,63,82,82,72,55,60,62,25
15480,63,69,26,31,23,42,42,71,39,89,78,78,51,60,63,50
15950,56,51,33,44,38,71,68,66,66,50,52,57,50,56,43,39
5427,52,45,67,63,71,54,54,65,77,49,44,71,70,42,39,30
5689,76,81,29,32,36,74,73,76,49,69,74,44,43,65,52,44
36,75,68,84,88,90,65,75,73,85,55,61,85,84,74,37,61
3378,69,63,72,70,58,70,68,82,75,59,65,81,74,58,61,64
7393,70,68,57,41,58,75,77,81,71,77,74,60,65,78,63,62
15836,51,53,51,60,52,70,73,63,58,66,69,56,45,52,29,29
7404,71,67,54,52,55,63,68,76,72,61,71,75,53,62,61,71
420,77,76,75,80,76,96,94,84,61,77,84,65,60,52,52,50
8323,22,12,15,13,18,43,41,34,60,40,36,71,13,18,11,18
5057,72,65,18,16,28,62,69,69,87,32,52,67,74,72,67,48
17327,44,48,38,40,36,74,73,58,72,65,57,67,46,46,29,31
1172,87,86,22,30,38,82,78,69,62,74,86,69,56,80,78,79
8466,61,65,42,50,26,79,78,74,56,75,81,79,38,60,61,71
14813,48,52,59,59,56,68,69,60,65,75,54,71,61,40,33,29
16346,59,56,49,50,51,37,38,40,53,75,65,68,43,53,52,48
14678,13,8,8,13,9,33,31,33,58,35,39,45,13,17,9,13
12536,66,67,56,55,39,73,75,58,55,68,55,59,48,57,54,47
15322,65,67,22,29,23,74,69,55,33,90,70,75,41,53,53,41
13353,26,27,16,17,16,56,61,23,49,62,63,70,30,42,19,23
16255,42,27,57,43,45,32,30,41,85,35,33,38,63,34,22,26
5237,71,67,61,66,69,63,60,71,86,66,58,78,67,81,49,64
11464,58,53,64,59,67,60,64,78,74,59,51,59,70,59,49,44
1953,77,74,64,60,59,51,55,79,67,75,65,70,66,81,72,84
8171,69,70,31,42,36,73,69,66,62,74,61,68,58,68,69,55
14361,65,66,27,33,22,74,69,45,56,52,70,46,36,62,61,46
13285,56,61,35,49,27,75,79,54,46,75,66,52,42,51,53,38
9860,60,47,66,60,62,66,62,53,70,60,60,76,64,65,20,37
9524,68,70,43,42,41,80,83,75,52,82,90,81,55,58,56,59
13848,60,58,14,20,23,82,81,70,57,82,93,70,27,52,50,38
13994,52,40,62,56,55,43,48,66,80,61,58,76,63,45,33,30
2828,70,75,30,29,34,87,83,77,67,78,77,67,45,74,64,53
10046,68,68,19,13,20,84,84,68,60,72,80,63,54,63,60,33
12474,64,60,47,60,49,65,66,70,62,73,64,62,55,69,63,65
9419,63,55,68,64,60,70,69,65,58,72,78,63,61,51,51,50
6833,65,55,20,19,25,56,61,45,92,40,59,54,77,80,67,60
346,67,42,80,80,81,60,69,78,83,58,48,62,82,78,55,73
13961,44,40,59,63,61,60,63,61,66,54,49,72,56,65,29,37
2655,74,76,42,30,50,84,78,62,67,68,79,60,62,80,63,73
1167,76,66,74,73,75,68,73,68,83,57,65,71,68,68,55,41
15502,56,52,52,56,49,63,62,47,52,67,57,55,50,46,32,33
8513,67,66,24,24,25,65,63,63,80,34,56,68,64,70,67,46
3934,74,68,44,34,47,73,88,78,43,83,84,72,59,45,62,73
16665,56,50,34,40,23,76,81,66,32,91,86,87,35,40,30,40
15237,52,52,42,57,55,69,66,63,56,75,63,62,54,29,29,30
14180,62,61,27,23,20,66,68,55,62,70,63,49,43,69,62,37
2515,23,14,12,14,23,32,33,36,61,44,49,65,23,23,14,15
9413,70,63,60,62,57,63,52,63,64,72,68,60,56,52,58,46
2767,49,43,70,68,69,66,63,67,83,57,60,69,74,68,41,53
6759,72,73,14,12,15,86,90,71,64,74,81,57,36,60,52,55
12135,65,58,18,17,18,64,72,53,74,55,58,71,66,67,62,30
4408,68,64,68,68,70,59,57,61,91,44,54,67,76,81,69,72
3809,73,70,68,69,64,75,79,78,33,85,91,83,59,70,64,56
3670,55,30,67,69,68,70,72,78,80,52,60,76,76,41,24,32
15142,54,60,22,27,22,64,66,52,68,53,50,42,37,53,53,37
12139,62,64,47,46,41,63,78,73,81,51,49,48,58,74,59,45
13885,60,51,27,31,36,51,51,67,82,65,57,74,64,60,62,51
1191,58,17,80,78,75,34,31,66,80,54,50,80,81,62,22,11
2445,66,48,71,71,74,60,64,69,78,55,52,77,73,69,42,46
13649,42,35,57,70,61,57,55,60,60,50,46,65,60,47,25,30
1920,20,15,14,14,22,51,49,31,71,40,48,65,14,22,14,12
9163,58,47,61,62,65,68,68,69,73,69,60,73,57,53,19,26
15043,61,51,54,53,63,48,55,60,82,50,61,60,63,48,48,62
14500,20,12,19,12,19,42,47,34,65,21,40,36,13,11,11,14
12889,57,62,30,41,43,71,75,50,51,69,71,60,38,48,51,45
3211,71,63,71,72,71,67,66,67,61,72,73,56,67,51,55,61
10417,62,53,58,75,64,69,69,67,55,73,72,43,51,59,18,50
12075,65,62,35,40,25,72,71,62,58,76,75,51,38,61,55,39
410,82,81,69,77,78,74,73,81,76,68,75,79,83,74,67,60
601,79,78,79,75,81,61,59,86,78,62,64,77,67,80,65,61
11491,62,61,57,51,58,68,70,77,76,77,73,84,56,69,44,69
10340,65,67,38,49,53,80,77,77,56,84,77,71,35,62,43,65
17568,44,28,44,44,50,56,58,57,42,58,41,52,41,26,15,25
12199,58,62,56,59,55,86,79,68,36,75,66,58,49,58,22,63
8953,68,70,16,16,20,78,84,55,68,89,81,77,53,79,58,53
239,82,84,47,38,42,83,79,74,72,85,85,61,59,79,78,69
6514,66,72,20,36,58,67,64,60,58,81,72,64,50,58,52,70
17109,17,6,6,12,10,22,27,19,63,23,24,30,14,23,8,10
12656,62,61,40,52,39,66,68,34,47,72,67,56,55,51,52,49
16274,61,59,39,42,24,62,62,46,40,65,53,57,35,55,48,44
3384,57,34,73,79,67,68,74,70,82,61,67,85,63,61,25,44
8988,55,39,62,61,64,63,67,80,75,59,68,70,58,69,40,31
5992,55,39,70,69,66,46,53,41,80,44,38,70,70,66,45,27
497,76,74,79,82,77,81,79,82,72,71,76,71,69,59,38,66
8933,68,70,58,64,68,75,74,77,80,74,71,80,64,74,50,53
4583,69,67,26,31,34,77,76,60,74,68,84,84,65,80,67,43
17523,44,44,37,39,41,70,64,53,39,76,70,52,35,44,26,46
5397,47,40,69,72,68,43,54,75,81,59,57,71,69,27,13,27
15938,56,59,31,34,20,75,76,55,62,71,70,62,42,58,54,51
5199,69,70,35,26,48,82,83,76,62,74,70,65,52,66,65,57
1802,69,62,75,78,75,72,77,78,77,72,66,68,70,67,40,46
230,75,77,81,86,77,86,86,87,71,76,84,67,66,74,54,39
5060,69,67,17,21,18,72,76,66,64,73,76,74,69,70,68,55
11404,23,12,17,14,20,44,53,43,64,67,58,67,17,15,8,12
16625,53,54,16,15,10,70,60,53,50,70,58,68,58,46,58,30
2163,79,81,38,43,28,73,69,63,66,69,76,58,43,78,67,60
1607,76,74,68,70,77,73,75,82,81,73,67,79,68,69,67,45
3470,73,68,70,69,71,77,79,85,64,75,72,51,53,61,57,58
3755,69,63,22,24,15,67,67,72,86,62,69,86,72,77,73,60
15249,64,60,52,44,56,55,60,66,59,78,63,71,48,49,50,50
11869,61,52,60,67,63,66,61,60,56,59,66,74,68,35,35,41
13567,60,60,47,62,61,64,70,77,73,64,60,70,54,59,41,36
4530,13,12,13,12,25,36,48,39,53,55,50,46,14,13,11,12
9293,66,64,45,44,59,35,52,54,80,53,78,71,67,65,67,65
16740,54,55,29,48,40,64,65,52,48,80,57,64,52,51,38,43
13191,64,54,60,62,60,63,67,74,68,72,70,49,47,47,57,44
2463,76,77,39,35,41,78,73,62,76,72,75,54,64,85,74,56
5938,68,67,69,62,66,78,81,78,75,71,74,70,55,36,28,38
3057,68,55,70,75,70,69,66,78,74,62,63,71,60,51,32,27
12651,65,62,38,35,47,66,63,61,60,74,58,61,58,74,61,41
943,68,58,78,76,78,67,67,66,78,44,45,75,78,75,30,36
581,68,60,76,81,79,55,66,81,84,40,56,71,83,83,44,77
11609,18,16,14,12,17,58,40,43,62,67,56,65,12,22,17,19
17130,38,59,46,53,50,66,63,58,60,76,58,57,48,30,30,30
7161,59,67,18,23,24,79,84,74,68,77,86,70,66,73,71,49
14060,26,12,29,23,12,33,16,22,44,34,26,68,14,45,30,12
808,83,81,39,53,61,73,75,75,78,54,70,68,71,81,63,72
13410,56,56,45,62,60,59,60,90,86,49,53,73,60,65,39,38
728,77,74,23,16,19,73,70,71,79,70,69,91,81,74,80,40
3056,69,66,48,54,62,63,58,75,59,83,69,57,45,81,65,71
4848,70,75,24,23,45,83,80,70,42,83,75,77,38,69,60,46
15492,26,15,16,17,21,30,28,27,60,25,25,60,15,19,11,12
2486,75,72,67,61,62,60,65,77,75,68,73,70,65,75,62,71
14017,12,9,7,11,7,31,20,23,52,43,23,56,13,21,6,11
8584,65,61,35,32,21,47,40,57,85,49,53,68,67,68,68,35
7164,15,11,11,13,15,51,50,38,76,42,49,73,12,19,16,13
1982,73,64,80,76,73,69,68,62,72,68,64,82,65,72,38,55
5377,70,63,70,67,67,69,55,90,70,74,74,75,64,58,38,44
7381,65,63,66,64,63,74,75,86,68,69,74,58,60,53,57,53
2068,69,61,76,71,70,71,73,81,62,65,64,64,68,55,45,46
15138,70,70,25,31,18,55,55,55,33,65,65,55,45,72,50,61
8170,66,64,65,57,63,64,66,67,58,74,73,86,47,58,48,62
15949,49,49,14,18,19,75,77,57,76,44,65,63,51,50,59,31
2995,70,66,39,26,42,60,68,78,74,66,74,81,73,74,78,32
6340,65,63,71,69,67,73,74,66,63,74,71,72,64,70,37,41
7263,66,68,54,54,60,75,78,64,58,89,85,83,52,68,58,68
11809,54,59,41,47,45,84,82,60,57,88,78,60,58,67,52,40
5298,73,77,22,21,15,77,76,62,63,75,79,74,56,73,65,41
1247,56,52,78,75,76,55,67,68,84,45,51,78,77,59,29,27
15418,59,57,11,13,40,64,61,56,63,70,63,59,45,52,58,31
10008,25,18,14,14,21,44,43,30,51,52,49,69,18,20,9,17
8987,61,57,64,59,68,66,70,80,75,55,62,72,66,66,31,37
15737,58,60,42,48,46,66,67,52,50,73,72,55,42,54,45,49
3679,71,68,74,68,72,61,56,86,86,65,61,71,75,54,49,48
16874,52,51,39,45,52,54,56,53,55,63,55,52,42,52,42,31
4831,72,72,16,15,20,76,76,73,72,58,68,66,68,71,68,58
9167,67,67,20,15,22,74,78,56,46,79,75,61,57,70,53,42
8749,68,50,70,57,65,75,49,72,61,57,56,59,68,60,45,75
9970,64,60,61,63,60,75,74,74,58,80,72,61,54,36,32,31
12149,65,63,40,48,66,67,65,72,48,74,59,60,47,54,52,41
23,85,78,63,65,77,55,37,78,74,62,70,34,54,87,75,84
2277,72,72,65,63,74,72,68,91,62,84,71,77,39,57,49,66
11705,68,62,13,21,18,63,59,59,56,64,58,63,66,67,66,35
9924,67,62,59,60,62,70,71,75,56,72,62,79,47,49,32,46
6453,66,61,70,74,68,61,55,62,57,73,65,70,69,65,45,54
14203,59,51,55,58,62,64,50,71,70,51,58,59,54,54,34,39
93,86,80,63,51,64,74,69,82,75,78,77,61,61,84,71,76
8851,71,68,45,57,50,72,70,70,57,70,66,59,48,65,38,49
11082,15,12,10,12,28,52,47,28,47,52,41,54,15,25,17,18
7299,65,63,66,59,67,68,65,90,72,72,69,74,63,72,53,61
7249,66,68,24,38,40,85,84,64,67,74,85,81,59,71,64,46
16699,54,53,48,55,50,72,73,51,60,59,58,74,44,22,25,31
16491,26,16,20,14,12,38,35,28,65,46,36,52,20,23,14,19
6159,71,68,69,65,71,76,73,80,72,63,71,77,69,72,55,71
1201,74,71,73,80,75,76,78,80,81,66,75,73,69,89,60,69
3044,77,75,34,41,35,68,69,72,74,61,70,65,43,75,69,73
14993,65,62,60,55,52,74,73,56,51,82,70,74,61,60,55,58
14420,24,14,20,16,21,49,43,32,63,38,39,56,18,22,14,12
1740,71,69,12,13,35,86,83,66,61,80,84,71,68,73,79,75
7278,59,45,68,66,68,65,68,71,74,61,53,70,69,39,20,40
15785,43,47,61,62,54,68,58,52,72,90,63,82,49,49,40,30
9795,64,66,37,42,30,77,77,65,49,88,90,68,44,66,62,47
9083,68,68,26,44,66,55,61,54,76,37,62,35,60,68,48,52
11611,58,62,62,66,61,66,64,74,63,82,73,74,48,54,37,45
7895,50,49,65,65,65,34,54,65,75,63,57,86,70,56,24,32
4074,61,68,73,78,71,71,72,70,82,58,68,67,67,48,45,44
9784,62,61,16,11,12,71,79,64,80,63,65,71,59,64,67,52
17332,52,47,35,42,46,63,64,64,56,57,57,61,41,53,32,34
4980,42,31,69,64,67,31,36,62,86,52,29,63,73,42,28,28
9541,65,61,23,16,29,54,68,73,85,48,52,75,68,72,67,73
16551,60,47,46,55,48,57,58,69,55,65,52,58,47,51,49,38
15805,18,18,12,14,24,42,45,40,84,40,30,55,14,18,14,15
15070,17,12,8,12,8,23,21,21,38,28,39,58,14,20,6,12
617,76,77,75,76,76,79,77,77,80,75,72,68,66,84,50,51
6219,70,61,51,61,61,70,54,72,69,68,60,53,63,66,41,65
1169,24,21,12,14,22,31,32,22,62,68,50,56,12,29,12,22
706,22,16,9,11,12,49,48,33,81,28,60,75,18,38,18,14
1091,82,73,16,19,14,76,74,77,59,66,75,60,68,83,78,68
685,74,65,80,80,82,54,64,75,76,60,65,80,79,55,45,48
14252,59,54,60,61,56,70,67,60,70,65,58,66,54,34,25,26
500,82,71,72,73,77,66,68,77,68,77,72,70,69,78,70,77
15882,13,12,13,17,22,65,60,25,60,52,66,73,14,19,15,14
12866,21,16,17,16,25,45,48,27,55,35,36,53,12,19,20,17
2256,75,75,46,39,46,72,75,61,64,76,78,54,57,78,73,78
14534,50,50,70,69,73,29,32,40,64,65,65,60,65,44,38,25
12393,16,16,18,14,22,39,37,39,33,66,42,26,13,17,18,15
4899,70,75,20,24,19,82,82,65,65,77,77,61,54,77,63,33
10770,40,52,64,61,67,58,64,60,72,56,50,61,57,25,22,30
4970,71,70,56,61,56,74,67,67,71,73,74,61,66,70,69,42
8832,56,53,66,58,66,55,66,51,78,47,57,82,61,47,20,27
16492,55,53,23,29,49,67,70,61,61,60,60,60,64,55,57,31
15828,56,59,26,25,23,79,85,72,57,69,55,47,42,66,52,48
2290,69,70,18,14,36,75,76,72,76,66,72,76,68,80,74,49
11788,15,11,6,14,8,24,26,19,67,27,22,32,11,25,8,12
956,19,19,14,13,20,30,34,25,72,34,36,57,11,20,11,16
2140,17,20,13,16,24,41,44,30,70,53,30,72,23,23,21,21
1695,75,71,60,80,74,79,79,90,75,76,76,81,58,80,56,68
2898,73,69,22,20,30,75,76,64,71,65,73,91,78,73,73,49
