Id,Name,Ball_Control,Dribbling,Marking,Sliding_Tackle,Interceptions,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Freekick_Accuracy
8567,Łukasz Załuska,23,33,30,25,22,54,41,28,72,46,43,77,14,19,21,41
13731,Musab Al Otaibi,61,62,24,32,46,78,76,72,66,73,67,73,44,66,65,64
14484,Josh Payne,63,59,49,54,55,67,66,79,64,64,81,73,50,66,48,61
1084,Admir Mehmedi,77,83,29,36,42,75,76,75,71,78,79,64,60,81,75,62
13826,Matt Godden,57,55,34,18,34,72,68,66,65,85,81,81,55,65,63,33
8397,Xavier Báez,67,60,60,58,64,65,65,73,67,76,69,65,50,67,58,59
8813,Miguel Medina,64,74,15,28,16,84,84,72,47,73,79,69,25,61,61,55
5079,Christoffer Nyman,65,66,15,14,23,84,83,84,75,58,69,79,63,67,70,47
3836,Michael Liendl,74,68,41,53,55,66,54,66,58,72,75,71,46,74,68,74
17033,Cameron Crestani,33,24,53,54,50,61,58,58,64,58,49,71,51,34,23,28
13252,Yuki Horigome,61,64,14,17,20,82,78,62,43,85,84,63,33,52,58,50
15734,Harold Moukoudi,33,24,53,55,56,55,59,59,86,41,43,51,50,42,26,29
401,Julian Brandt,81,86,25,24,29,81,83,68,63,74,81,63,42,77,74,52
11192,Brayams Viveros,47,21,62,65,51,61,66,60,86,62,55,90,51,33,23,21
914,Claudio Coíntra,76,75,20,21,32,87,74,75,57,83,86,58,45,74,73,74
8590,Vladimir Kovačević,56,24,61,60,66,57,57,60,72,56,47,73,71,39,17,26
3746,Ramon Leeuwin,65,47,71,69,72,65,72,75,82,60,65,82,74,50,36,41
4619,Jakob Poulsen,70,67,44,46,64,62,65,75,72,71,70,68,49,73,63,73
16498,Abdulelah Al Nassar,54,55,34,43,40,74,72,59,48,70,73,63,44,54,32,36
10793,Matic Črnic,63,66,29,29,42,69,64,62,49,75,62,55,64,66,64,71
705,Tim Howard,29,13,11,14,22,50,48,26,71,50,48,73,12,26,13,14
6190,A.J. DeLaGarza,63,57,71,68,69,73,72,78,66,83,76,81,60,53,49,55
11100,Jordan Hamilton,57,52,20,18,25,79,85,66,69,56,67,73,64,65,63,28
7452,Simon Pouplin,21,12,12,12,11,32,30,21,50,31,40,40,13,23,11,14
4526,Drew Moor,64,54,69,67,69,68,67,75,75,69,64,78,75,50,36,37
12372,Vlastimir Jovanović,63,60,70,64,66,67,64,64,72,67,70,71,42,63,49,41
13749,Jordan Roberts,58,62,46,54,46,80,81,70,60,63,71,63,48,59,50,63
9422,Pedrinho,66,56,63,68,62,68,67,70,67,75,74,70,54,58,31,39
13459,Marcel Hilßner,60,63,29,28,28,73,68,60,70,57,57,48,45,80,57,61
11510,Michael Smith,61,54,27,24,28,65,68,70,82,57,49,62,65,67,62,29
2252,Gabriel Torje,77,78,29,35,35,83,82,71,45,91,84,71,62,75,65,79
8002,Kevin Mbabu,63,60,58,61,61,80,82,77,77,70,56,76,62,41,26,38
16550,Przemysław Porębski,51,49,38,47,49,62,62,51,39,81,56,64,49,54,39,39
13767,Alberto Prada,48,22,65,64,56,62,52,81,76,70,67,72,57,32,19,36
13989,Abdoulaye Sissako,65,59,60,59,59,68,66,60,54,56,59,59,59,56,49,39
3342,André Claro,75,73,29,36,24,73,77,68,67,61,68,67,63,72,69,42
4565,Łukasz Trałka,61,58,67,65,73,66,64,83,78,61,59,71,69,59,57,60
2517,Shin Hwa Yong,22,11,13,14,21,54,42,18,60,62,61,59,14,18,12,13
8772,Daniel Vicencio,45,51,66,65,60,62,62,62,71,66,54,90,71,31,17,25
13518,Kyle Howkins,51,44,55,57,58,71,70,68,82,73,60,68,61,33,26,27
9017,Fernando Saavedra,67,65,66,61,61,63,63,69,73,66,59,68,55,52,35,57
8421,Carmelo Valencia,65,69,48,45,43,66,63,69,62,71,64,55,62,65,74,46
4179,Leandro Trossard,73,75,13,18,18,81,83,68,49,86,86,61,52,67,70,67
5564,Diego Godoy,69,75,22,22,16,77,79,69,54,70,74,65,58,68,64,66
4152,Bryan Rabello,71,72,38,36,28,78,77,68,40,89,85,68,39,68,60,72
6430,Philipp Netzer,65,59,71,69,68,67,65,74,72,60,46,46,73,70,38,43
5059,Gerard Badía,70,72,27,30,27,76,80,66,68,83,84,77,38,63,64,69
4883,Nicolás Aguirre,74,71,58,70,58,70,70,77,75,63,68,45,62,80,64,77
15220,Kei Ishikawa,19,10,6,13,9,24,22,17,59,42,35,64,10,18,5,13
13919,Carlinhos,66,57,13,14,26,60,63,66,70,68,57,42,48,53,59,44
9578,Dexter Blackstock,63,62,37,27,38,55,55,67,78,62,59,75,70,69,67,56
11365,Andreas Leitner,30,16,20,17,20,44,40,31,67,57,30,60,12,35,20,13
14407,Sean Hoare,58,42,58,61,57,58,60,63,65,68,53,62,55,56,24,29
15007,Ronan Murray,45,66,26,22,21,79,76,61,56,85,81,81,59,53,58,60
5076,Lee Jong Ho,69,65,33,32,56,71,71,67,73,76,71,76,70,68,70,56
8165,Julián,19,13,13,12,21,33,47,38,68,41,38,53,15,24,12,14
9863,Branislav Niňaj,52,44,67,62,64,43,36,63,78,48,48,58,61,33,18,24
1440,Miguel Angel Britos,58,47,77,77,75,54,55,61,79,54,49,83,74,30,37,52
11527,Grzegorz Sandomierski,35,23,14,24,22,45,45,33,72,57,52,71,16,21,12,35
11762,Álex,23,25,15,10,23,34,38,38,66,29,51,56,14,38,26,30
8943,Fabián Manzano,62,53,68,65,59,67,69,77,62,76,67,59,49,64,37,56
5914,Olarenwaju Kayode,74,73,32,33,24,90,93,64,43,78,87,71,63,67,70,42
3833,Jan-Ingwer Callsen-Bracker,62,42,73,71,67,53,53,52,70,46,39,65,79,58,27,57
15067,Ibrahim Sangaré,55,55,13,14,18,66,66,55,62,53,51,69,60,50,66,29
17419,Oliver Kjærgaard,53,54,31,44,22,69,67,49,49,70,61,56,42,51,43,35
1474,Fin Bartels,80,78,37,28,50,83,85,84,55,84,89,70,53,70,69,56
7780,Carlos Santos,40,36,68,58,66,34,34,61,92,33,31,65,64,44,30,33
16548,Maximiliano Algañaraz,49,32,58,53,60,62,58,63,58,60,42,66,53,40,26,26
652,Fabian Johnson,77,79,70,73,65,84,89,80,63,75,76,69,60,69,70,57
1928,Manu García,67,59,62,72,79,54,64,83,76,63,64,78,67,74,60,54
11503,Patrick Mortensen,60,55,19,21,26,50,54,60,82,53,57,76,66,68,60,33
6973,Hugo Vidémont,66,67,26,20,23,85,86,70,59,78,86,37,40,73,68,54
11994,Yamil Garnier,60,58,66,61,63,63,66,65,59,74,63,71,48,45,36,43
8455,Juanjo,62,59,33,26,25,53,57,64,89,52,49,72,69,75,66,44
10370,Ollie Banks,68,69,45,50,52,63,62,73,66,73,62,76,50,68,62,62
14435,Mathias Dyngeland,22,16,17,16,17,41,41,36,59,55,34,54,14,24,13,14
11003,Abdou-Aziz Thiam,68,65,68,66,60,64,62,60,48,74,55,68,60,59,43,49
13434,Trent Buhagiar,59,61,13,12,24,90,91,80,62,92,90,68,51,49,61,27
7412,Michael McGovern,15,10,9,12,23,32,34,33,49,47,48,52,20,20,12,13
10468,César Ortiz,49,28,65,64,65,45,43,70,75,56,44,80,57,41,15,37
7413,Andrew Taylor,66,67,71,69,62,67,68,74,64,74,63,70,58,54,41,41
2433,Szymon Pawłowski,71,73,15,49,50,86,85,90,54,74,90,80,43,72,70,63
7410,Sašo Fornezzi,25,10,14,12,25,59,54,38,65,53,60,70,14,23,11,15
433,Allan,78,77,76,80,84,79,76,94,76,82,79,69,59,70,62,49
9652,Sergio Vergara,65,67,42,38,24,69,70,71,64,83,66,67,64,60,66,32
7882,Lasse Nielsen,42,30,68,67,63,52,52,60,81,53,40,65,71,35,46,21
11143,Manuel De Iriondo,59,56,62,65,64,72,70,79,73,71,70,72,55,67,43,40
11523,Paul Taylor,69,72,15,25,29,76,74,70,56,86,71,33,56,64,58,58
4808,Patrick Roberts,73,78,22,19,21,82,78,61,30,90,91,49,46,58,61,49
10180,Andrew Hoole,60,66,46,48,47,82,85,75,58,77,74,58,54,56,48,60
4018,Víctor Cabrera,63,56,74,69,75,68,66,69,74,64,59,60,61,40,36,30
6323,Choi Chul Soon,64,63,70,68,68,74,71,67,72,78,68,91,61,46,43,54
479,Stevan Jovetić,88,85,26,30,30,78,81,69,75,69,80,70,68,82,80,72
14603,Nicolás Zalazar,41,30,60,55,56,64,59,62,76,56,40,71,60,50,29,21
4230,Tim Kister,48,32,71,68,66,55,63,59,92,41,38,49,74,52,21,26
2814,Chris Löwe,71,70,72,70,70,87,84,83,55,80,82,82,53,72,53,67
9300,Joe Shaughnessy,64,62,65,65,59,73,72,75,71,53,71,77,65,14,16,31
6609,Suat Serdar,72,69,63,65,65,62,66,69,76,67,68,67,60,63,40,45
8053,Quentin Pereira,71,65,45,50,24,62,65,69,36,81,75,47,37,58,59,49
5639,Dejan Drazic,71,73,23,28,42,77,74,54,49,78,76,66,39,51,64,36
13431,Patrik Karlsson Lagemyr,66,68,10,16,14,82,73,34,21,92,84,77,33,37,51,52
6937,Abdullah Al Mayoof,15,19,18,18,18,50,44,35,79,40,43,55,20,23,16,15
16514,Jonas Elkjær,14,10,8,13,9,28,17,28,60,27,28,35,15,22,9,15
2244,Joao Plata,72,76,27,37,29,93,86,74,54,87,93,64,46,74,68,64
11817,Sherel Floranus,63,68,49,60,55,85,81,69,61,70,80,55,43,30,47,30
12873,Mikey Devlin,41,34,59,61,56,54,44,71,79,51,41,74,60,41,23,30
8056,Matt Lampson,18,13,14,14,27,48,43,23,77,43,39,60,12,20,17,17
17171,Shane Cojocărel,49,56,13,13,13,79,76,59,39,84,81,60,37,50,48,34
6441,Diniyar Bilyaletdinov,72,70,52,33,41,60,56,60,70,58,71,67,64,82,64,70
6587,Tomás Andrade,67,76,24,22,24,75,84,82,53,81,82,60,40,52,52,45
2743,Frederico Venâncio,63,46,79,73,72,75,73,68,71,55,63,74,75,53,30,28
5135,Alexandre Letellier,16,10,14,11,23,40,38,34,72,17,32,57,11,22,10,13
13112,Edemir Rodríguez,62,23,69,68,69,68,69,78,42,75,66,76,35,45,17,38
9234,Weslley,63,65,24,36,53,92,92,55,71,62,83,88,59,57,57,55
10156,Robert Costa,60,31,59,71,64,55,58,55,69,57,31,62,67,49,30,31
14896,Mathias Berg Gjerstrøm,63,60,45,47,49,77,76,52,61,65,66,56,47,52,45,46
7738,Cheick Keita,66,68,61,66,67,73,74,68,38,85,70,58,57,38,29,32
1825,Sergio Padt,33,19,10,14,13,41,35,30,69,44,31,63,20,39,16,19
12443,Gary Sawyer,55,49,64,62,51,58,65,83,70,71,60,75,61,41,32,49
5162,Matěj Vydra,72,68,16,34,31,83,84,69,58,70,75,81,59,67,70,58
9206,Anthony O'Connor,61,60,61,62,62,65,73,75,76,70,67,82,60,45,40,44
2452,Änis Ben-Hatira,74,79,19,22,20,79,78,73,72,74,77,71,46,73,72,75
16034,Callum Chettle,58,61,43,57,48,68,64,71,63,64,66,69,46,52,49,35
597,Dušan Tadić,85,83,40,26,31,72,70,73,64,77,81,65,63,69,65,76
7507,Yakubu,69,59,19,29,37,25,27,33,88,59,30,36,72,83,72,59
5894,Robin Ramírez,70,71,27,26,20,77,75,69,58,76,71,71,61,70,65,63
2341,José Ángel,71,68,69,76,74,73,77,74,65,59,73,67,59,69,42,67
3083,Tim Sparv,68,43,74,68,75,50,53,82,75,34,44,30,69,69,46,60
16995,Ben Sheaf,47,43,50,51,48,60,64,57,58,72,61,59,49,53,43,41
15250,Diego Cruz,51,46,63,55,62,65,61,66,48,77,72,73,45,51,26,33
11701,Rodrigo Vargas,63,62,20,17,11,60,60,78,66,72,58,65,69,54,69,30
15446,Inal Getigezhev,47,46,63,60,56,60,62,54,70,59,62,60,63,45,20,28
10061,Diego Oyarzún,58,55,67,66,59,68,65,69,71,51,57,71,65,40,44,27
6540,Jorgino Baumer,68,73,29,31,40,68,59,59,54,79,77,61,50,49,69,70
9026,Yair Arrechea,50,38,72,58,60,33,49,32,84,43,44,48,70,36,41,21
7139,Aguilera,70,71,52,54,69,70,57,71,74,58,85,60,37,63,52,60
15887,Mike da Fonte,38,33,48,56,51,70,68,67,80,59,53,64,51,53,25,31
13048,Kurtis Guthrie,61,63,42,42,36,76,69,60,62,62,59,68,58,64,63,27
8415,Manuel Konrad,60,54,67,65,67,58,68,82,80,56,57,71,65,68,54,51
12029,Richard Neudecker,66,65,50,55,55,76,69,66,38,83,86,69,33,66,44,51
16368,Tom Glover,15,10,7,10,7,16,31,17,42,36,26,56,10,19,7,10
16098,Sultan Al Ghamdi,15,19,17,12,24,47,47,30,66,52,33,51,20,19,11,16
1289,Jonathan Gómez,74,76,34,37,42,79,76,68,58,80,84,44,43,62,70,56
2376,Essam El-Hadary,25,17,12,15,16,28,39,34,73,41,21,59,16,18,14,12
2801,Florin Gardoş,63,59,73,71,72,55,53,69,78,53,51,62,74,37,54,46
5886,Mauro Caballero,66,65,17,18,21,76,75,56,47,82,70,90,75,67,70,40
8495,Jonathan Forte,65,69,22,22,26,89,90,78,71,62,81,56,55,69,68,36
10930,Luwagga Kizito,65,66,26,35,21,73,74,45,44,77,71,64,62,71,69,48
3424,Ádám Gyurcsó,66,74,14,22,34,84,87,67,60,79,83,66,58,70,68,65
11950,Ryan Mmaee,67,68,27,22,24,78,75,53,72,65,73,70,67,54,58,28
1122,Mosquera,79,65,59,65,80,65,53,88,68,60,69,68,65,61,58,70
6695,Philipp Schobesberger,72,75,35,32,42,92,90,66,58,67,87,80,49,61,68,43
9447,Peter Orry Larsen,65,61,60,61,66,69,64,80,72,71,74,80,69,67,62,33
13283,Juan Camilo Chaverra,13,5,6,12,11,16,23,18,62,41,32,60,11,19,6,10
12231,Robbin Sellin,63,66,38,44,37,77,73,69,41,87,78,80,40,61,48,48
5122,Roly Bonevacia,71,71,58,59,63,80,76,78,78,77,67,84,59,66,65,66
9072,Albert Rafetraniaina,59,51,63,61,66,75,75,77,51,75,77,72,53,35,34,41
9947,Kaan Baysal,70,70,46,49,47,68,65,67,48,75,70,59,54,65,48,65
4559,José De la Cuesta,51,49,73,69,69,64,60,75,74,66,46,79,76,63,33,47
9373,Sheanon Williams,57,59,61,65,62,77,81,73,62,68,76,70,61,59,54,56
432,Kevin Volland,81,79,17,33,44,78,77,88,82,84,73,77,69,85,80,76
3286,Wout Weghorst,73,60,23,26,34,46,63,80,85,51,55,77,81,77,77,37
13663,Ezequiel Parnisari,51,37,70,68,64,57,59,57,74,54,45,76,62,42,20,26
5761,Yairo Moreno,69,77,21,18,23,77,82,58,65,71,70,62,38,51,64,49
8340,Adriano Pardal,73,70,28,25,49,66,67,74,76,59,64,61,58,69,62,68
4109,William Troost-Ekong,48,24,70,67,71,65,74,63,85,60,40,70,76,36,23,26
6895,Jérémie Bela,72,73,33,29,34,89,86,64,44,77,90,73,42,58,59,50
15983,Jordan Lotomba,56,58,23,23,26,74,77,38,47,68,72,64,39,57,44,34
16182,Robert Cornwall,50,50,58,55,56,62,55,63,57,70,58,43,48,34,23,30
1785,Oriol Romeu,71,55,73,68,76,66,55,75,84,59,60,67,65,60,25,53
4726,Elohim Rolland,69,72,57,65,65,64,69,83,73,66,61,64,59,74,57,47
6577,Justin Hoogma,65,45,62,69,71,67,64,65,72,60,61,65,58,47,23,33
15760,Lee Desmond,53,57,55,57,55,64,63,70,56,60,61,65,56,41,27,27
8613,Miladin Stevanovic,52,58,63,68,69,66,69,68,74,62,68,78,69,62,23,31
14001,Emanuele Ndoj,63,58,49,63,54,66,67,62,59,56,54,59,53,56,35,42
10992,Omar Albornoz,56,46,55,62,58,74,73,78,57,68,62,71,58,22,29,26
11496,Shohei Otsuka,62,62,17,19,25,76,73,63,69,65,83,71,64,70,58,52
12081,José David Lloreda,64,54,15,15,13,71,65,67,69,71,70,63,51,63,65,41
363,Martin Škrtel,59,46,80,81,81,54,68,75,85,52,52,75,83,46,35,27
1036,Luis Muriel,86,86,18,22,16,88,90,72,66,77,86,62,52,80,76,60
15907,Jerónimo Pourtau,10,6,8,13,14,17,17,27,49,43,33,59,12,25,6,10
6693,Nabil Aankour,69,70,53,60,48,80,82,65,62,81,78,76,46,54,52,70
13308,Luiz Felipe,51,43,55,70,57,62,62,63,65,52,47,66,57,44,22,35
1633,Viktor Kovalenko,77,75,59,55,68,79,75,87,68,69,74,64,59,74,71,75
3637,Junior Hoilett,73,77,17,25,40,92,90,61,63,82,85,70,59,76,66,65
3086,Juninho,63,59,74,70,73,33,38,70,80,63,43,75,74,80,56,72
1123,Stefano Okaka,75,75,15,20,21,73,78,79,93,48,58,76,80,81,74,48
16112,Mohamed Zeroual,61,59,18,22,23,58,52,34,32,90,57,30,29,36,34,38
7799,Lucas Elías Ontivero,72,72,35,27,26,82,73,56,33,85,90,48,50,72,59,60
16335,Pieter De Smet,51,54,53,56,48,59,55,58,65,58,58,63,47,53,31,35
10983,Ryan Manning,63,61,60,60,62,64,65,74,60,71,72,60,47,62,53,61
9099,Romell Quioto,65,62,13,12,31,81,84,70,60,70,85,80,70,68,67,43
10101,Brendan Chardonnet,55,45,67,62,60,71,75,63,75,70,56,81,64,49,24,35
3695,Jan Morávek,74,75,43,55,60,63,54,53,66,74,75,53,58,70,66,67
17575,Myles Judd,30,53,39,49,50,67,59,33,40,70,58,62,41,21,21,29
12285,Joel Acosta,66,70,32,50,21,77,75,73,55,73,75,34,48,64,64,43
4837,Saúl,70,57,61,71,70,72,68,70,64,63,58,59,49,66,29,65
6204,Martyn Woolford,69,70,30,27,44,70,70,73,72,64,68,63,58,70,64,53
11013,Adrien Pagerie,60,58,66,65,63,68,69,64,57,66,54,61,46,25,28,31
6080,Salvatore D'Elia,66,64,66,66,63,76,77,73,69,65,72,72,65,62,41,32
13603,Luca-Milan Zander,56,54,63,64,56,68,67,55,63,62,67,66,58,46,36,36
6481,Karl Henry,65,63,70,70,70,50,52,67,80,59,50,72,57,70,51,42
15719,Michael Gash,52,51,31,35,20,56,55,48,76,66,56,74,64,55,56,27
2253,Rasmus Falk Jensen,75,77,22,13,38,84,82,82,57,85,90,80,53,65,69,36
11025,Mattia Bani,52,46,66,66,59,60,64,68,81,48,42,75,55,23,12,17
3802,Lucas Licht,69,76,75,71,67,82,81,71,58,77,73,76,53,71,52,68
10056,Damien Dussaut,57,56,66,68,61,73,73,62,64,67,68,69,57,42,34,37
6099,Jonas Knudsen,65,64,65,68,65,82,81,83,70,75,73,70,62,70,25,56
2895,Dario Dumić,54,39,72,65,65,51,65,76,87,41,58,77,81,69,41,56
10791,Yeferson Soteldo,60,61,22,25,31,76,72,67,26,95,76,87,21,62,55,54
1764,David Juncà,71,64,71,76,74,85,81,86,66,79,77,74,54,61,35,58
17127,Connor McLennan,51,53,18,17,19,56,58,53,57,72,55,62,49,45,51,32
12480,Iacopo La Rocca,57,53,61,59,57,51,41,64,80,42,40,57,65,57,46,52
6928,Willyan,73,74,43,41,60,81,77,67,44,85,86,64,46,65,62,67
12624,Benny,63,60,46,60,26,64,70,64,53,69,57,54,48,58,40,55
16717,Julio Quiñones,54,51,12,17,17,89,89,68,37,93,90,85,41,48,54,27
4201,Prince Désir Gouano,50,42,73,73,69,64,70,71,76,45,55,77,66,42,20,26
4414,Tomasz Kupisz,74,75,36,57,25,81,90,74,70,67,82,62,58,70,36,59
1371,Nicolas Pallois,60,57,75,75,75,59,65,70,87,32,62,74,68,75,41,41
7109,Fran Vélez,67,51,61,63,67,54,53,76,79,54,69,73,60,51,28,31
1742,Valeri Qazaishvili,80,78,38,30,34,76,69,64,71,81,78,31,59,75,70,66
12903,David Raya,41,17,19,13,25,40,45,34,61,63,51,58,20,25,19,15
16770,Ciaran Gallagher,22,12,15,16,20,41,40,33,70,52,44,58,20,19,17,13
8318,Álvaro,72,66,18,19,23,74,77,74,69,62,73,71,50,58,70,39
7369,Natalio,74,76,22,22,29,74,69,65,61,74,79,61,49,56,69,64
9333,David Wotherspoon,69,69,62,58,47,80,75,73,70,62,73,64,63,66,48,69
6244,Matty James,70,67,67,67,63,65,64,75,69,71,62,67,63,72,59,62
399,Alisson,21,16,20,16,11,44,35,32,78,37,30,52,19,21,13,18
1190,Jimmy Briand,73,72,43,41,42,73,80,74,78,65,81,81,79,77,77,66
1857,Daniel Brosinski,71,73,72,71,65,85,85,83,62,76,77,76,68,62,54,70
11891,Josi Mouraldo,61,63,47,42,56,58,62,62,62,54,64,68,45,47,56,62
3087,Robert Almer,23,12,15,12,20,33,37,29,72,36,36,64,12,30,13,14
5416,Scott Golbourne,66,67,70,69,63,77,76,85,77,76,75,76,65,29,33,43
8726,Fafà Picault,65,68,22,26,22,90,87,48,38,84,84,90,56,71,66,43
3071,Alberto Rodríguez,51,57,77,62,74,60,63,45,76,67,61,85,75,22,43,25
10797,Brian Mieres,66,61,62,64,57,69,71,69,75,74,67,79,54,57,44,42
6855,Miguel Murillo,65,63,22,23,29,74,77,78,73,46,69,52,65,72,67,59
16776,Dominik Hładun,19,21,20,22,19,33,35,33,32,30,32,37,20,20,15,16
4164,Samuele Longo,71,70,11,19,28,72,75,64,69,65,71,80,65,73,74,43
15287,Choi Bong Jin,24,14,15,15,23,46,49,35,73,42,42,54,15,25,11,16
15510,Ümit Türker,56,51,48,56,49,68,62,60,45,78,56,56,53,60,35,42
4431,Adlène Guédioura,72,68,60,66,64,69,72,76,84,67,65,74,64,84,63,56
15202,Kunie Kitamoto,26,22,50,58,46,42,46,45,77,60,52,72,70,37,17,27
17216,Albert Torras,53,46,36,44,24,55,55,46,56,70,61,57,43,49,41,40
15793,Valentin Baume,25,18,18,19,18,44,47,22,64,61,37,51,15,25,16,13
5233,Naif Ahmed Hazazi,67,63,14,23,31,73,77,74,79,55,73,75,68,71,69,56
4602,Christophe Lepoint,67,61,66,64,71,55,65,91,84,46,48,62,77,72,66,58
16444,Oliver Muldoon,60,53,43,44,38,65,69,61,62,63,62,52,60,70,51,45
7384,Adam Hammill,70,72,45,46,43,77,73,63,57,71,70,47,37,68,65,66
4830,Igor Bubnjić,51,43,74,72,66,55,55,60,78,34,55,66,73,57,14,32
7782,Zsolt Kalmár,72,70,44,40,38,65,67,55,56,62,71,66,54,65,57,63
4134,Federico Barba,52,42,76,74,72,55,55,55,72,53,50,60,66,46,21,29
6282,Danny Vukovic,18,11,15,11,17,53,47,34,76,58,41,66,16,18,11,13
15125,João Lima,60,61,13,21,16,61,63,58,59,61,57,65,59,52,62,33
14315,Liam Kinsella,53,52,56,59,58,77,75,73,57,77,76,59,43,53,42,45
8448,Andrea Mengoni,44,33,70,63,64,54,54,65,85,78,48,70,62,58,36,17
8902,Jhon Cano,60,58,64,67,68,65,67,67,62,71,69,63,49,21,25,62
2300,Tiago Pinto,74,74,67,71,68,86,79,83,64,77,84,75,59,76,48,69
12715,Roque Caballero,62,54,11,13,10,67,63,54,73,62,68,62,53,63,63,25
12852,Queijeiro,63,62,42,49,51,59,56,34,38,75,60,52,43,48,39,44
15433,Nicolas Hasler,59,55,44,55,60,54,61,51,56,72,63,59,48,50,41,33
5805,Gael Sandoval,67,68,53,57,55,81,77,70,54,86,83,66,50,63,60,60
3682,Lasse Vibe,68,68,34,23,34,86,86,85,56,74,85,73,66,63,71,45
8898,Pleguezuelo,70,66,67,70,72,69,66,56,58,68,67,74,62,38,32,44
5093,Muralha,74,72,68,67,68,67,68,64,75,79,78,83,66,67,66,60
12222,Kim Dae Gyeong,63,64,55,56,55,71,72,67,59,75,75,47,39,63,56,36
1270,Ricardo Horta,80,80,24,25,31,78,76,76,48,82,85,62,51,79,66,51
16248,Filippo Delli Carri,42,29,59,47,50,43,50,34,55,42,38,68,62,35,17,18
3023,Craig Cathcart,59,47,76,73,68,55,67,71,73,58,64,70,74,56,29,39
16050,Jhon Lucumi,45,50,55,55,51,69,68,65,72,56,58,59,60,29,20,31
3395,Philipp Max,72,70,63,69,64,78,84,78,67,76,76,66,55,63,38,65
7421,Elliott Ward,50,23,67,67,64,34,55,67,75,57,57,83,71,50,32,31
13643,Runar Espejord,58,57,19,13,17,65,64,57,71,50,57,84,60,58,62,35
11599,Byron Moore,63,65,29,23,37,84,84,72,63,81,83,70,41,59,59,33
1272,Aderllan Santos,54,52,76,74,76,49,61,62,87,30,49,58,80,80,34,61
10005,Zizo,69,68,55,40,60,64,65,61,48,78,72,51,39,39,45,47
9425,José Carvallo,19,20,16,13,22,52,54,30,45,55,46,52,12,24,10,20
4757,Che Adams,69,71,30,36,36,90,89,71,81,74,80,74,48,72,72,59
4976,Barrie McKay,71,74,40,39,49,90,87,75,52,80,81,64,43,62,55,50
2728,Jimmy Cabot,76,81,27,29,38,90,90,59,50,92,78,63,38,65,73,50
11279,Bernie Magaña,22,15,20,13,22,53,55,26,68,53,28,61,13,19,18,19
5126,Waldemar Sobota,70,72,32,27,46,87,90,73,38,84,91,61,55,72,62,52
14725,Jay Dasilva,57,62,55,57,61,79,78,61,56,62,63,64,41,46,36,52
16624,Mohamed Al Otaibi,56,53,32,35,36,66,62,51,50,52,58,32,34,50,45,46
5707,Edson Farias,71,73,22,32,24,87,79,49,44,81,77,41,56,70,66,40
5939,Brito,68,75,22,26,18,88,84,60,61,70,80,71,60,71,61,63
4670,Nicolás Silva,66,77,11,16,19,88,85,69,23,94,94,56,36,52,52,72
17585,Tommy Ouldridge,44,39,40,29,38,62,60,64,34,83,54,61,41,44,28,36
10425,Simon Moore,34,14,11,18,23,50,48,36,60,39,58,46,20,30,13,12
8312,Edu Bedia,70,65,62,60,66,56,50,57,50,61,65,58,59,46,56,70
4096,Matheus Uribe,69,65,65,67,65,72,73,90,74,70,67,75,67,63,55,66
7297,Richard O'Donnell,33,14,11,19,16,57,54,32,70,51,56,63,11,15,19,11
16634,Abdul-Basit Agouda,52,45,19,13,16,75,75,59,56,78,68,65,52,47,55,31
14185,Dominik Widemann,60,62,21,18,20,78,76,54,41,77,73,77,49,67,63,39
4416,Alex Smithies,23,14,15,17,24,59,59,41,66,44,33,82,17,46,11,11
9768,Yasuhiro Hiraoka,54,28,62,72,69,53,53,65,65,60,37,71,45,39,17,21
17312,Zak Mills,49,49,49,43,59,69,69,64,46,42,58,61,43,22,24,32
7716,Jari Schuurman,66,62,36,41,32,75,69,64,47,78,75,67,54,67,71,67
3472,Philipp Hosiner,71,71,13,17,13,85,82,69,59,78,76,76,64,68,72,31
6279,Shaun Williams,68,65,65,65,65,66,63,76,78,65,60,71,64,65,59,69
2291,Samu Saiz,75,78,20,14,16,76,69,60,59,83,74,71,41,67,70,73
14692,Connor Furlong,58,61,16,17,19,72,73,54,49,71,74,52,44,51,55,30
4815,Armando Vargas,72,69,30,34,35,76,72,65,56,82,76,63,41,68,59,69
12264,Mohammed Al Qarni,60,45,59,59,65,67,64,84,72,61,71,60,48,57,45,40
8923,Sebas Coris,68,70,65,63,63,71,71,69,60,53,69,58,55,50,59,35
11354,Lukas Zima,24,18,17,13,21,44,42,36,79,36,34,65,15,23,12,12
13458,Juan Bolaños,38,21,62,61,51,64,54,64,71,64,48,76,64,36,29,27
14352,Ousman Mannéh,58,56,22,23,28,70,68,68,77,54,60,73,62,63,61,38
629,Manuel Lanzini,85,85,20,25,23,85,79,79,45,88,87,76,56,73,69,72
2676,Ebenezer Ofori,81,77,59,70,63,76,70,76,58,92,93,72,39,71,47,49
12832,Jacob Poscoliero,45,45,61,61,59,71,73,74,72,68,60,77,58,42,27,40
13280,Delgado,62,61,19,22,14,72,70,60,52,72,77,65,52,64,60,52
10851,Jarosław Niezgoda,60,61,18,16,21,79,77,72,66,63,70,61,57,64,66,33
6738,Lys Mousset,56,74,14,17,18,85,84,53,74,65,74,70,67,76,71,31
1470,Simon Terodde,73,61,11,19,23,64,74,67,84,56,54,65,78,79,80,44
